	state	name	Year	price	season pass	payback
913	New Hampshire	Waterville Valley	2002	39	489	2
914	New Hampshire	Tenney Mountain	2002	37	299	
915	New Hampshire	Dartmouth Skiway	2002	36	500	3
916	New Hampshire	Cranmore	2002	35	459	3
917	New Hampshire	Black Mountain	2002	32	499	5
918	New Hampshire	Campton Mountain	2002	16		
919	New Hampshire	Kanc. Recreation Area	2002	10		
920	New Hampshire	Arrowhead	2002	7		
921	New Hampshire	Attitash Bear Peak	2002		1249	
922	New Hampshire	Ragged Mountain	2002		775	
923	New Hampshire	King Pine	2002		498	
924	New Hampshire	Bretton Woods	2003	59	1180	0
925	New Hampshire	Mt. Sunapee	2003	54	965	7
926	New Hampshire	Loon	2003	54	459	
927	New Hampshire	Wildcat Mountain	2003	52	1095	1
928	New Hampshire	Attitash Bear Peak	2003	49	699	4
929	New Hampshire	Gunstock	2003	49	479	
930	New Hampshire	Ragged Mountain	2003	49	815	6
931	New Hampshire	Crotched Mountain	2003	45	449	0
932	New Hampshire	Cannon Mountain	2003	45	730	6
933	New Hampshire	Pats Peak	2003	42	349	
934	New Hampshire	Waterville Valley	2003	39	459	1
935	New Hampshire	Tenney Mountain	2003	39	299	
936	New Hampshire	Dartmouth Skiway	2003	38	510	3
937	New Hampshire	Balsams Wilderness	2003	35		
938	New Hampshire	Cranmore	2003	35	349	0
939	New Hampshire	King Pine	2003	32		
940	New Hampshire	Black Mountain	2003	32		
941	New Hampshire	McIntyre	2003	23	220	
942	New Hampshire	Granite Gorge	2003	20		
943	New Hampshire	Kanc. Recreation Area	2003	10	50	
944	New Hampshire	Arrowhead	2003	7		
945	New Hampshire	Cog Railway	2004	59		
946	New Hampshire	Loon Mountain	2004	59		
947	New Hampshire	Bretton Woods	2004	59	1180	0
948	New Hampshire	Mt. Sunapee	2004	56	995	7
949	New Hampshire	Wildcat Mountain	2004	55	699	2
950	New Hampshire	Attitash Bear Peak	2004	55	1100	0
951	New Hampshire	Ragged Mountain	2004	49	815	6
952	New Hampshire	Waterville Valley	2004	44		
953	New Hampshire	Pats Peak	2004	43	349	
954	New Hampshire	Cranmore	2004	39	349	
955	New Hampshire	Crotched Mountain	2004	39	449	1
956	New Hampshire	Tenney Mountain	2004	39	329	
957	New Hampshire	Dartmouth Skiway	2004	38	515	3
958	New Hampshire	Balsams Wilderness	2004	35		
959	New Hampshire	King Pine	2004	34	498	4
960	New Hampshire	Black Mountain	2004	32	499	5
961	New Hampshire	Granite Gorge	2004	20		
962	New Hampshire	Kanc. Recreation Area	2004	10		
963	New Hampshire	Arrowhead	2004	7		
964	New Hampshire	Cannon	2004		595	
965	New Hampshire	McIntyre	2004		230	
966	New Hampshire	Loon Mountain	2005	65		
967	New Hampshire	Bretton Woods	2005	64	499	
968	New Hampshire	Cog Railway	2005	59		
969	New Hampshire	Attitash	2005	59	1300	2
970	New Hampshire	Mt. Sunapee	2005	58	899	5
971	New Hampshire	Waterville Valley	2005	55		
972	New Hampshire	Wildcat Mountain	2005	55	699	2
973	New Hampshire	Ragged Mountain	2005	52	815	5
974	New Hampshire	Gunstock	2005	52	549	0
975	New Hampshire	Pats Peak	2005	47	349	
976	New Hampshire	Cranmore	2005	45	399	
977	New Hampshire	Crotched Mountain	2005	44	469	0
978	New Hampshire	Dartmouth Skiway	2005	40	475	1
979	New Hampshire	Tenney Mountain	2005	39	349	
980	New Hampshire	King Pine	2005	36	498	3
981	New Hampshire	Whaleback	2005	35	300	
982	New Hampshire	Balsams Wilderness	2005	35		
983	New Hampshire	Black Mountain	2005	32	499	5
984	New Hampshire	Granite Gorge	2005	29		
985	New Hampshire	Arrowhead	2005	7		
986	New Hampshire	Loon Mountain	2006	67	569	
987	New Hampshire	Attitash	2006	65	1200	8
988	New Hampshire	Bretton Woods	2006	64	499	
989	New Hampshire	Mt. Sunapee	2006	62	929	5
990	New Hampshire	Waterville Valley	2006	59	569	
991	New Hampshire	Wildcat Mountain	2006	59	699	1
992	New Hampshire	Gunstock	2006	56	549	
993	New Hampshire	Ragged Mountain	2006	54	815	5
994	New Hampshire	Cannon Mountain	2006	54	595	1
995	New Hampshire	Pats Peak	2006	48	369	
996	New Hampshire	Crotched Mountain	2006	47	469	0
997	New Hampshire	Cranmore	2006	47	429	
998	New Hampshire	Dartmouth Skiway	2006	40	475	1
999	New Hampshire	Whaleback	2006	39	399	0
1000	New Hampshire	Balsams Wilderness	2006	38		
1001	New Hampshire	Black Mountain	2006	32	499	5
1002	New Hampshire	Granite Gorge	2006	29	299	0
1003	New Hampshire	McIntyre	2006	27	250	
1004	New Hampshire	Storrs Hill	2006	10		
1005	New Hampshire	Tenney Mountain	2006		375	
1006	New Hampshire	King Pine	2006		498	
1007	New Hampshire	Bretton Woods	2007	69	749	0
1008	New Hampshire	Loon Mountain	2007	69	849	2
1009	New Hampshire	Attitash	2007	65	699	0
1010	New Hampshire	Mt. Sunapee	2007	64	969	5
1011	New Hampshire	Waterville Valley	2007	61	849	3
1012	New Hampshire	Cannon Mountain	2007	60	630	0
1013	New Hampshire	Wildcat Mountain	2007	59	699	1
1014	New Hampshire	Gunstock	2007	59	499	
1015	New Hampshire	Pats Peak	2007	49	389	
1016	New Hampshire	Cranmore	2007	49	499	0
1017	New Hampshire	Crotched Mountain	2007	48	499	0
1018	New Hampshire	Tenney Mountain	2007	45	299	
1019	New Hampshire	Dartmouth Skiway	2007	40		
1020	New Hampshire	Whaleback	2007	39	350	
1021	New Hampshire	Black Mountain	2007	39	499	2
1022	New Hampshire	King Pine	2007	39	498	2
1023	New Hampshire	Balsams Wilderness	2007	38	499	3
1024	New Hampshire	Granite Gorge	2007	29	299	0
1025	New Hampshire	McIntyre	2007	27		
1026	New Hampshire	Arrowhead	2007	7		
1027	New Hampshire	Ragged Mountain	2007		399	
1028	New Hampshire	Bretton Woods	2008	74	849	1
1029	New Hampshire	Loon Mountain	2008	73	1049	4
1030	New Hampshire	Attitash	2008	69	779	1
1031	New Hampshire	Mt. Sunapee	2008	66	999	5
1032	New Hampshire	Waterville Valley	2008	65	749	1
1033	New Hampshire	Wildcat Mountain	2008	65	899	3
1034	New Hampshire	Cannon Mountain	2008	64	670	0
1035	New Hampshire	Gunstock	2008	64	499	
1036	New Hampshire	Ragged Mountain	2008	59	499	
1037	New Hampshire	Cranmore	2008	55	529	
1038	New Hampshire	Pats Peak	2008	52	419	
1039	New Hampshire	Crotched Mountain	2008	51	608	1
1040	New Hampshire	Tenney Mountain	2008	49	200	
1041	New Hampshire	King Pine	2008	42	498	1
1042	New Hampshire	Dartmouth Skiway	2008	40	475	1
1043	New Hampshire	Black Mountain	2008	39		
1044	New Hampshire	Granite Gorge	2008	39		
1045	New Hampshire	Balsams Wilderness	2008	38		
1046	New Hampshire	McIntyre	2008	27	250	
1047	New Hampshire	Kanc. Recreation Area	2008	10		
1048	New Hampshire	Mount Prospect Ski Club	2008	7		
1049	New Hampshire	Whaleback	2008		350	
1050	New Hampshire	Veterans Memorial	2008		105	
1051	New Hampshire	Bretton Woods	2009	74	899	2
1052	New Hampshire	Loon Mountain	2009	73	1049	4
1053	New Hampshire	Attitash	2009	69		
1054	New Hampshire	Mt. Sunapee	2009	68		
1055	New Hampshire	Gunstock	2009	66	519	
1056	New Hampshire	Cannon Mountain	2009	66	699	0
1057	New Hampshire	Wildcat Mountain	2009	65	749	1
1058	New Hampshire	Ragged Mountain	2009	62	499	
1059	New Hampshire	Cranmore	2009	55	529	
1060	New Hampshire	Pats Peak	2009	54	429	
1061	New Hampshire	Crotched Mountain	2009	51	608	1
1062	New Hampshire	Tenney Mountain	2009	50	349	
1063	New Hampshire	Granite Gorge	2009	45		
1064	New Hampshire	King Pine	2009	44	525	1
1065	New Hampshire	Dartmouth Skiway	2009	40	475	1
1066	New Hampshire	Black Mountain	2009	39	499	2
1067	New Hampshire	Balsams Wilderness	2009	38		
1068	New Hampshire	McIntyre	2009	29	229	
1069	New Hampshire	Kanc. Recreation Area	2009	10		
1070	New Hampshire	Arrowhead	2009	8		
1071	New Hampshire	Mount Prospect Ski Club	2009	7		
1072	New Hampshire	Abenaki	2009		70	
1073	New Hampshire	Veterans Memorial	2009		120	
1074	New Hampshire	Loon	2010	76	1079	4
1075	New Hampshire	Bretton Woods	2010	76	899	1
1076	New Hampshire	Mt. Sunapee	2010	70		
1077	New Hampshire	Wildcat	2010	70		
1078	New Hampshire	Attitash	2010	70	799	1
1079	New Hampshire	Gunstock	2010	69	539	
1080	New Hampshire	Waterville Valley	2010	69		
1081	New Hampshire	Ragged Mountain	2010	68	499	
1082	New Hampshire	Cannon Mountain	2010	67	729	0
1083	New Hampshire	Cranmore	2010	59	569	
1084	New Hampshire	Pats Peak	2010	56	449	
1085	New Hampshire	Crotched Mountain	2010	54	599	1
1086	New Hampshire	King Pine	2010	45	525	1
1087	New Hampshire	Balsams Wilderness	2010	45		
1088	New Hampshire	Black Mountain	2010	45	469	0
1089	New Hampshire	Granite Gorge	2010	42		
1090	New Hampshire	Dartmouth Skiway	2010	40	475	1
1091	New Hampshire	McIntyre	2010	32	229	
1092	New Hampshire	Campton Mountain	2010	20		
1093	New Hampshire	Kanc. Recreation Area	2010	10		
1094	New Hampshire	Storrs Hill	2010	10	100	0
1095	New Hampshire	Arrowhead	2010	8	120	5
1096	New Hampshire	Mount Prospect Ski Club	2010	7		
1097	New Hampshire	Whaleback	2010		370	
1098	New Hampshire	Veterans Memorial	2010		120	
1099	New Hampshire	Bretton Woods	2011	78	1119	4
1100	New Hampshire	Loon	2011	78	1149	4
1101	New Hampshire	Waterville Valley	2011	73	819	1
1102	New Hampshire	Mt. Sunapee	2011	72	1089	5
1103	New Hampshire	Gunstock	2011	72	579	
1104	New Hampshire	Ragged Mountain	2011	71	529	
1105	New Hampshire	Attitash	2011	70	799	1
1106	New Hampshire	Wildcat	2011	70	799	1
1107	New Hampshire	Cannon Mountain	2011	68	760	1
1108	New Hampshire	Cranmore	2011	64	619	
1109	New Hampshire	Pats Peak	2011	58	469	
1110	New Hampshire	Crotched Mountain	2011	54	599	1
1111	New Hampshire	King Pine	2011	47	545	1
1112	New Hampshire	Black Mountain	2011	45	469	0
1113	New Hampshire	Dartmouth Skiway	2011	43		
1114	New Hampshire	Granite Gorge	2011	42	399	
1115	New Hampshire	Whaleback	2011	40	370	
1116	New Hampshire	McIntyre	2011	34	250	
1117	New Hampshire	Veterans Memorial Ski Area	2011	15		
1118	New Hampshire	Campton Mountain	2011	12		
1119	New Hampshire	Abenaki	2011	10	70	
1120	New Hampshire	Kanc. Recreation Area	2011	10	50	
1121	New Hampshire	Storrs Hill	2011	10	100	0
1122	New Hampshire	Arrowhead	2011	8	120	5
1123	New Hampshire	Mount Prospect Ski Club	2011	7		
1124	New Hampshire	Loon	2012	79	1175	4
1125	New Hampshire	Bretton Woods	2012	79	899	1
1126	New Hampshire	Mt. Sunapee	2012	74	1119	5
1127	New Hampshire	Waterville Valley	2012	73	845	1
1128	New Hampshire	Gunstock	2012	72	575	
1129	New Hampshire	Ragged Mountain	2012	71	529	
1130	New Hampshire	Attitash	2012	70	799	1
1131	New Hampshire	Cannon Mountain	2012	70	785	1
1132	New Hampshire	Wildcat Mountain	2012	70	799	1
1133	New Hampshire	Pats Peak	2012	60	499	
1134	New Hampshire	Crotched Mountain	2012	59	649	1
1135	New Hampshire	Cranmore Mountain	2012	59	639	0
1136	New Hampshire	Black Mountain	2012	49	575	1
1137	New Hampshire	King Pine	2012	47	545	1
1138	New Hampshire	Dartmouth Skiway	2012	45		
1139	New Hampshire	Granite Gorge	2012	45		
1140	New Hampshire	Whaleback Mountain	2012	40	399	0
1141	New Hampshire	McIntyre	2012	34	250	
1142	New Hampshire	Kanc. Recreation Area	2012	20		
1143	New Hampshire	Veterans Memorial Ski Area	2012	15		
1144	New Hampshire	Campton	2012	12		
1145	New Hampshire	Abenaki	2012	10	70	
1146	New Hampshire	Storrs Hill	2012	10	100	0
1147	New Hampshire	Arrowhead	2012	8	120	5
1148	New Hampshire	Mount Prospect Ski Club	2012	7		
1149	New Hampshire	Bretton Woods	2013	82	999	2
1150	New Hampshire	Loon	2013	81	1210	4
1151	New Hampshire	Mt. Sunapee	2013	76	1149	5
1152	New Hampshire	Waterville Valley	2013	75	899	2
1153	New Hampshire	Gunstock	2013	75	599	
1154	New Hampshire	Ragged Mountain	2013	73	579	
1155	New Hampshire	Cannon	2013	72	799	1
1156	New Hampshire	Attitash	2013	70	799	1
1157	New Hampshire	Wildcat	2013	70	799	1
1158	New Hampshire	Cranmore	2013	63	639	0
1159	New Hampshire	Pats Peak	2013	62	519	
1160	New Hampshire	Crotched Mountain	2013	62	549	
1161	New Hampshire	King Pine	2013	49	560	1
1162	New Hampshire	Black Mountain	2013	49	600	2
1163	New Hampshire	Granite Gorge	2013	47	425	
1164	New Hampshire	Dartmouth Skiway	2013	45		
1165	New Hampshire	Whaleback	2013	40	399	0
1166	New Hampshire	McIntyre	2013	34	250	
1167	New Hampshire	Kanc Recreation Area	2013	20	100	
1168	New Hampshire	Abenaki	2013	17	153	
1169	New Hampshire	Campton	2013	12		
1170	New Hampshire	Storrs Hill	2013	10	100	0
1171	New Hampshire	Arrowhead	2013	8	120	5
1172	New Hampshire	Mt. Prospect	2013	7		
1173	New Hampshire	Bretton Woods	2014	85	999	1
1174	New Hampshire	Loon	2014	83	1245	5
1175	New Hampshire	Mt. Sunapee	2014	79	1199	5
1176	New Hampshire	Ragged Mountain	2014	79	749	
1177	New Hampshire	Gunstock	2014	78	639	
1178	New Hampshire	Attitash	2014	75	829	1
1179	New Hampshire	Wildcat	2014	75	829	1
1180	New Hampshire	Waterville Valley	2014	75	929	2
1181	New Hampshire	Cannon	2014	74	829	1
1182	New Hampshire	Cranmore	2014	64	679	0
1183	New Hampshire	Pats Peak	2014	64	529	
1184	New Hampshire	Crotched Mountain	2014	62	569	
1185	New Hampshire	Black Mountain	2014	55	700	2
1186	New Hampshire	King Pine	2014	52	560	0
1187	New Hampshire	Dartmouth Skiway	2014	47	545	1
1188	New Hampshire	Granite Gorge	2014	47	445	
1189	New Hampshire	Whaleback	2014	45	399	
1190	New Hampshire	McIntyre	2014	36	270	
1191	New Hampshire	Veterans Memorial	2014	20	125	
1192	New Hampshire	Kanc Recreation Area	2014	20	100	
1193	New Hampshire	Abenaki	2014	17	153	
1194	New Hampshire	Campton	2014	15		
1195	New Hampshire	Storrs Hill	2014	10	100	0
1196	New Hampshire	Arrowhead	2014	9	120	3
1197	New Hampshire	Mt. Prospect	2014	7		
1198	New Hampshire	Bretton Woods	2015	89	999	1
1199	New Hampshire	Loon	2015	85	1245	4
1200	New Hampshire	Mt. Sunapee	2015	82	1249	5
1201	New Hampshire	Gunstock	2015	82	659	
1202	New Hampshire	Ragged Mountain	2015	79	749	
1203	New Hampshire	Wildcat	2015	79	859	0
1204	New Hampshire	Attitash	2015	79	859	0
1205	New Hampshire	Waterville Valley	2015	77	949	2
1206	New Hampshire	Cannon	2015	75	859	1
1207	New Hampshire	Cranmore	2015	70	699	0
1208	New Hampshire	Pats Peak	2015	66	539	
1209	New Hampshire	Crotched Mountain	2015	64	589	
1210	New Hampshire	Black Mountain	2015	55	700	2
1211	New Hampshire	King Pine	2015	52	560	0
1212	New Hampshire	Granite Gorge	2015	49	445	
1213	New Hampshire	Dartmouth Skiway	2015	47	545	1
1214	New Hampshire	Whaleback	2015	43	399	
1215	New Hampshire	McIntyre	2015	36	280	
1216	New Hampshire	Kanc Recreation Area	2015	20	100	
1217	New Hampshire	Abenaki	2015	17	153	
1218	New Hampshire	Campton Mountain	2015	15	100	
1219	New Hampshire	Storrs Hill	2015	10	100	0
1220	New Hampshire	Arrowhead	2015	9	120	3
1221	New Hampshire	Loon	2016	95	1309	3
1222	New Hampshire	Bretton Woods	2016	89	1049	1
1223	New Hampshire	Gunstock	2016	86	679	
1224	New Hampshire	Mt. Sunapee	2016	84	1269	5
1225	New Hampshire	Waterville Valley	2016	81	979	2
1226	New Hampshire	Wildcat	2016	79	999	2
1227	New Hampshire	Attitash	2016	79	999	2
1228	New Hampshire	Ragged Mountain	2016	79	449	
1229	New Hampshire	Cannon Mountain	2016	75	859	1
1230	New Hampshire	Cranmore	2016	72	729	0
1231	New Hampshire	Pats Peak	2016	68	549	
1232	New Hampshire	Crotched Mountain	2016	64	899	4
1233	New Hampshire	King Pine	2016	55	560	0
1234	New Hampshire	Black Mountain	2016	55	700	2
1235	New Hampshire	Granite Gorge	2016	49	445	
1236	New Hampshire	Dartmouth Skiway	2016	48	555	1
1237	New Hampshire	Whaleback	2016	45	420	
1238	New Hampshire	McIntyre	2016	38	280	
1239	New Hampshire	Gateway Hills	2016	25		
1240	New Hampshire	Kanc Recreation Area	2016	20	100	
1241	New Hampshire	Veterans Memorial	2016	20	125	
1242	New Hampshire	Abenaki	2016	17	153	
1243	New Hampshire	Campton Mountain	2016	15	100	
1244	New Hampshire	Storrs Hill	2016	10	125	2
1245	New Hampshire	Mt. Eustis	2016	5		
1246	New Hampshire	Arrowhead	2016		120	
1247	New Hampshire	Loon	2017	96	1349	4
1248	New Hampshire	Mt. Sunapee	2017	93	1375	4
1249	New Hampshire	Bretton Woods	2017	93	1069	1
1250	New Hampshire	Gunstock	2017	88	649	
1251	New Hampshire	Waterville Valley	2017	87	1028	1
1252	New Hampshire	Wildcat	2017	85	999	1
1253	New Hampshire	Attitash	2017	85	999	1
1254	New Hampshire	Ragged Mountain	2017	79	449	
1255	New Hampshire	Cannon Mountain	2017	77	889	1
1256	New Hampshire	Cranmore	2017	75	749	0
1257	New Hampshire	Pats Peak	2017	70	549	
1258	New Hampshire	Crotched	2017	69	899	3
1259	New Hampshire	Black Mountain	2017	59	599	0
1260	New Hampshire	King Pine	2017	55	560	0
1261	New Hampshire	Dartmouth Skiway	2017	49	449	
1262	New Hampshire	Whaleback	2017	45	399	
1263	New Hampshire	Tenney Mountain	2017	45		
1264	New Hampshire	McIntyre	2017	38	280	
1265	New Hampshire	Gateway Hills	2017	35		
1266	New Hampshire	Granite Gorge	2017	33	299	
1267	New Hampshire	Campton Mountain	2017	20		
1268	New Hampshire	Veterans Memorial	2017	20	125	
1269	New Hampshire	Kanc Recreation	2017	20	100	
1270	New Hampshire	Storrs Hill	2017	15	125	
1271	New Hampshire	Proctor Ski Area	2017	15		
1272	New Hampshire	Mt. Eustis	2017	5		
1273	New Hampshire	Bretton Woods	2018	99	1069	0
1274	New Hampshire	Mt. Sunapee	2018	98	709	
1275	New Hampshire	Loon	2018	98	1389	4
1276	New Hampshire	Waterville Valley	2018	93	1078	1
1277	New Hampshire	Gunstock	2018	92	659	
1278	New Hampshire	Wildcat	2018	89	1129	2
1279	New Hampshire	Ragged Mountain	2018	89	499	
1280	New Hampshire	Attitash	2018	89	1129	2
1281	New Hampshire	Cranmore	2018	83	855	0
1282	New Hampshire	Cannon Mountain	2018	79	799	0
1283	New Hampshire	Tenney	2018	75	389	
1284	New Hampshire	Pats Peak	2018	72	559	
1285	New Hampshire	Crotched Mountain	2018	69	1129	6
1286	New Hampshire	Black Mountain	2018	59	599	0
1287	New Hampshire	King Pine	2018	58	595	0
1288	New Hampshire	Dartmouth Skiway	2018	50	405	
1289	New Hampshire	Whaleback	2018	45	350	
1290	New Hampshire	McIntyre	2018	38	289	
1291	New Hampshire	Granite Gorge	2018	29		
1292	New Hampshire	Abenaki	2018	20	160	
1293	New Hampshire	Campton Mountain	2018	20		
1294	New Hampshire	Kanc Recreation	2018	20	100	
1295	New Hampshire	Storrs Hill	2018	15	140	
1296	New Hampshire	Mt. Eustis	2018	5		
1297	New Hampshire	Bretton Woods	2019	104	1109	0
1298	New Hampshire	Loon	2019	104	1419	3
1299	New Hampshire	Mt. Sunapee	2019	99	739	
1300	New Hampshire	Gunstock	2019	96	749	
1301	New Hampshire	Waterville Valley	2019	96	1078	1
1302	New Hampshire	Ragged Mountain	2019	92	519	
1303	New Hampshire	Attitash	2019	89	739	
1304	New Hampshire	Wildcat	2019	89	739	
1305	New Hampshire	Cranmore	2019	89	879	
1306	New Hampshire	Cannon	2019	82	829	0
1307	New Hampshire	Pats Peak	2019	75	559	
1308	New Hampshire	Crotched Mountain	2019	71	739	0
1309	New Hampshire	Black Mountain	2019	62	599	
1310	New Hampshire	King Pine	2019	59	595	0
1311	New Hampshire	Tenney Mountain	2019	59	389	
1312	New Hampshire	Dartmouth Skiway	2019	53	465	
1313	New Hampshire	Whaleback	2019	45		
1314	New Hampshire	McIntyre	2019	42	299	
1315	New Hampshire	Granite Gorge	2019	30		
1316	New Hampshire	Abenaki	2019	25	160	
1317	New Hampshire	Campton Mountain	2019	22		
1318	New Hampshire	Kanc Rec	2019	20	100	
1319	New Hampshire	Storrs Hill	2019	15	160	0
1320	New Hampshire	Arrowhead	2019	9	120	3
1321	New Hampshire	Bretton Woods	2020	115		
1322	New Hampshire	Loon	2020	104		
1323	New Hampshire	Waterville Valley	2020	102	1153	1
1324	New Hampshire	Cranmore	2020	99		
1325	New Hampshire	Gunstock	2020	96	899	
1326	New Hampshire	Ragged Mountain	2020	94	599	
1327	New Hampshire	Attitash	2020	94	639	
1328	New Hampshire	Wildcat	2020	94	639	
1329	New Hampshire	Cannon	2020	89		
1330	New Hampshire	Mt. Sunapee	2020	83	639	
1331	New Hampshire	Pats Peak	2020	79		
1332	New Hampshire	Crotched	2020	75	639	
1333	New Hampshire	King Pine	2020	65	600	
1334	New Hampshire	Black Mountain	2020	62	599	
1335	New Hampshire	Dartmouth Skiway	2020	53		
1336	New Hampshire	Whaleback	2020	45		
1337	New Hampshire	McIntyre	2020	42	339	
1338	New Hampshire	Loon	2021	120	1599	3
1339	New Hampshire	Bretton Woods	2021	119	1199	0
1340	New Hampshire	Mt. Sunapee	2021	109	499	
1341	New Hampshire	Waterville Valley	2021	102	1188	1
1342	New Hampshire	Cranmore	2021	99	959	
1343	New Hampshire	Cannon	2021	99	839	
1344	New Hampshire	Wildcat	2021	99	499	
1345	New Hampshire	Attitash	2021	99	499	
1346	New Hampshire	Gunstock	2021	96	899	
1347	New Hampshire	Ragged Mountain	2021	94	699	
1348	New Hampshire	Pats Peak	2021	79	569	
1349	New Hampshire	Crotched Mountain	2021	78	499	
1350	New Hampshire	Black Mountain	2021	72		
1351	New Hampshire	King Pine	2021	72		
1352	New Hampshire	Dartmouth Skiway	2021	53	455	
1353	New Hampshire	Whaleback	2021	50	250	
1354	New Hampshire	McIntyre	2021	48	369	
1355	New Hampshire	Abenaki	2021	20	150	
1356	New Hampshire	Storrs Hill	2021	15	160	0
1357	New Hampshire	Arrowhead	2021	9		
1358	New Hampshire	Mt. Eustis	2021	5	50	0
1359	New Hampshire	Veterans Memorial	2021		175	
1360	New Hampshire	Bretton Woods	2022	129	1259	
1361	New Hampshire	Loon	2022	129		
1362	New Hampshire	Mt. Sunapee	2022	119	557	
1363	New Hampshire	Waterville Valley	2022	116	1306	1
1364	New Hampshire	Wildcat	2022	115	557	
1365	New Hampshire	Attitash	2022	115	557	
1366	New Hampshire	Ragged Mountain	2022	114	704	
1367	New Hampshire	Cranmore	2022	109		
1368	New Hampshire	Gunstock	2022	99	899	
1369	New Hampshire	Pats Peak	2022	92	589	
1370	New Hampshire	Crotched	2022	89	557	
1371	New Hampshire	Tenney	2022	89		
1372	New Hampshire	Black Mountain	2022	85	649	
1373	New Hampshire	King Pine	2022	75	629	
1374	New Hampshire	Dartmouth Skiway	2022	65	539	
1375	New Hampshire	McIntyre	2022	52	409	
1376	New Hampshire	Arrowhead	2022	10		
1377	New Hampshire	Mt. Eustis	2022	5	50	0
1378	New Hampshire	Granite Gorge	2022		399	
1379	New Hampshire	Abenaki	2022		150	
1380	New Hampshire	Whaleback	2022		275	
1381	Rhode Island	Yawgoo Valley	2001	30		
1382	Rhode Island	Yawgoo Valley	2002	32		
1383	Rhode Island	Yawgoo Valley	2003	34		
1384	Rhode Island	Yawgoo Valley	2004	35	360	0
1385	Rhode Island	Yawgoo Valley	2005	37		
1386	Rhode Island	Yawgoo Valley	2006	37	370	0
1387	Rhode Island	Yawgoo Valley	2007	38		
1388	Rhode Island	Yawgoo Valley	2008	40	400	0
1389	Rhode Island	Yawgoo Valley	2009	42		
1390	Rhode Island	Yawgoo Valley	2010	42	425	0
1391	Rhode Island	Yawgoo Valley	2011	42	425	0
1392	Rhode Island	Yawgoo Valley	2012	42	425	0
1393	Rhode Island	Yawgoo Valley	2013	45	425	
1394	Rhode Island	Yawgoo Valley	2014	47	425	
1395	Rhode Island	Yawgoo Valley	2015	47	425	
1396	Rhode Island	Yawgoo Valley	2016	49	475	
1397	Rhode Island	Yawgoo Valley	2017	47		
1398	Rhode Island	Yawgoo Valley	2018	48	475	
1399	Rhode Island	Yawgoo Valley	2019	50	449	
1400	Rhode Island	Yawgoo Valley	2021	55		
1401	Vermont	Killington	1994	46		
1402	Vermont	Okemo	1994	45		
1403	Vermont	Mount Snow	1994	45		
1404	Vermont	Stratton	1994	43		
1405	Vermont	Stowe	1994	43		
1406	Vermont	Sugarbush	1994	42		
1407	Vermont	Pico	1994	41		
1408	Vermont	Jay Peak	1994	37		
1409	Vermont	Burke	1994	22		
1410	Vermont	Stowe	1995	48		
1411	Vermont	Okemo	1995	46		
1412	Vermont	Bromley	1995	39		
1413	Vermont	Jay Peak	1995	38		
1414	Vermont	Bolton Valley	1995	37		
1415	Vermont	Smugglers Notch	1995	36		
1416	Vermont	Haystack	1995	35		
1417	Vermont	Burke	1995	29		
1418	Vermont	Mount Snow	1996	49		
1419	Vermont	Stratton Mountain	1996	49		
1420	Vermont	Okemo Mountain	1996	48		
1421	Vermont	Smugglers Notch	1996	42		
1422	Vermont	Jay Peak	1996	40		
1423	Vermont	Bromley	1996	39	785	0
1424	Vermont	Haystack	1996	37		
1425	Vermont	Bolton Valley	1996	35		
1426	Vermont	Burke	1996	35		
1427	Vermont	Mad River Glen	1996	32	590	8
1428	Vermont	Killington	1996		1500	
1429	Vermont	Killington	1997	51	1249	4
1430	Vermont	Mount Snow	1997	51	1149	2
1431	Vermont	Stratton Mountain	1997	50	1150	3
1432	Vermont	Stowe	1997	50	1230	4
1433	Vermont	Okemo Mountain	1997	50	1110	2
1434	Vermont	Sugarbush	1997	49	1099	2
1435	Vermont	Smugglers' Notch	1997	44	369	
1436	Vermont	Bromley	1997	43	890	0
1437	Vermont	Jay Peak	1997	42	475	1
1438	Vermont	Pico	1997	39	849	1
1439	Vermont	Ascutney Mountain	1997	39		
1440	Vermont	Bolton Valley	1997	38	375	
1441	Vermont	Burke	1997	38	675	7
1442	Vermont	Haystack	1997	37	599	6
1443	Vermont	Mad River Glen	1997	34	620	8
1444	Vermont	Magic Mountain	1997	32		
1445	Vermont	Killington	1998	52	1299	5
1446	Vermont	Mount Snow	1998	52	1229	3
1447	Vermont	Bromley	1998	46	925	0
1448	Vermont	Pico	1998	42	849	0
1449	Vermont	Burke	1998	42	725	7
1450	Vermont	Haystack	1998	39	635	6
1451	Vermont	Suicide Six	1998	38	496	3
1452	Vermont	Mad River Glen	1998	36		
1453	Vermont	Magic Mountain	1998	35	295	
1454	Vermont	Quechee	1998	22		
1455	Vermont	Cochran's Ski Area	1998	12		
1456	Vermont	Sugarbush	1998		1299	
1457	Vermont	Stratton Mountain	1999	59	1200	0
1458	Vermont	Killington	1999	56	1249	2
1459	Vermont	Okemo Mountain	1999	54	1150	1
1460	Vermont	Jay Peak	1999	49	798	6
1461	Vermont	Smugglers' Notch	1999	48		
1462	Vermont	Bromley	1999	47	925	9
1463	Vermont	Pico	1999	45	549	2
1464	Vermont	Ascutney Mountain	1999	43	599	3
1465	Vermont	Burke	1999	42	725	7
1466	Vermont	Suicide Six	1999	40	516	2
1467	Vermont	Bolton Valley	1999	39	499	2
